142671-B22,"9.1-GB Wide Ultra3 SCSI 10,000 rpm Drive 1in | Option Part #: 142671-B22 | Spare Part #: 152188-001"
142672-B21,"9.1-GB Wide Ultra3 SCSI 10,000 rpm Drive 1in | Option Part #: 142672-B21 | Spare Part #: 152189-001, 336384-001"
142673-B22,Compaq 18.2GB Wide ULTRA3 SCSI 10K RPM Universal Hot Plug Hard Drive | Option Part #: 142673-B22 | Spare Part #: 143920-001
142674-B21,"18.2-GB Wide Ultra3 SCSI 10,000 rpm Drive (1"") | Option Part #: 142674-B21 | Spare Part #: 152191-001"
142676-B21,"36.4-GB Wide Ultra3 SCSI 10,000 rpm Drive (1.6"") | Option Part #: 142676-B21 | Spare Part #: 152193-001"
146168-B21,Pentium III Xeon 6/550-512K Processor  - Complete Kit | Option Part #: 146168-B21
146169-B21,Pentium III Xeon 6/550-1MB Processor  - Complete Kit | Option Part #: 146169-B21
146170-B21,Pentium III Xeon 6/550-2MB Processor  - Complete Kit | Option Part #: 146170-B21
148785-008,HP LVD U320 SCSI-68pin 2-Dev Cable
153506-B21,128-MB Cache Module for Smart Array 5302 Controller | Option Part #: 153506-B21 | Spare Part #: 171387-001
153506-B21_refurb,128-MB Cache Module for Smart Array 5302 Controller | Option Part #: 153506-B21 | Spare Part #: 171387-001
153507-B21,Ultra3 Channel Expansion Module for Smart Array 5300 Controller | Option Part #: 153507-B21 | Spare Part #: 171384-001
153543-B21,Compaq NC7132 10/100/1000-T Upgrade Module for NC3134 and NC3131 | Option Part #: 153543-B21 | Spare Part #: 170024-001
153555-B21,6/600 Pentium III 512K Processor  - Complete Kit | Option Part #: 153555-B21 | Spare Part #: 155592-001
154457-B21,64-bit/66-MHz Single Channel Wide Ultra3 SCSI Adapter | Option Part #: 154457-B21 | Spare Part #: 155595-001
154557-B21,64-Bit/66MHz Single Channel Wide Ultra3 SCSI Adapter | Option Part #: 154557-B21
154712-B21,Pentium III Xeon 6/550 512K Processor  - Complete Kit | Option Part #: 154712-B21
154713-B21,Pentium III Xeon 6/550 1-MB Processor  - Complete Kit | Option Part #: 154713-B21 | Spare Part #: 179617-001
154714-B21,Pentium III Xeon 6/550 2-MB Processor  - Complete Kit | Option Part #: 154714-B21
155222-B21,Pentium III Xeon 6/550 512K Processor  - Complete Kit | Option Part #: 155222-B21
155223-B21,Pentium III Xeon 6/550 1MB Processor  - Complete Kit | Option Part #: 155223-B21
155224-B21,Pentium III Xeon 6/550 2MB Processor  - Complete Kit | Option Part #: 155224-B21
158575-B21,"Compaq NC7131 Gigabit Server Adapter, 64-bit/66MHz, PCI, 10/100/1000-T | Option Part #: 158575-B21 | Spare Part #: 161665-001"
158575-B21_refurb,"Compaq NC7131 Gigabit Server Adapter, 64-bit/66MHz, PCI, 10/100/1000-T | Option Part #: 158575-B21 | Spare Part #: 161665-001"
158939-B21,Smart Array 5304/128 Controller | Option Part #: 158939-B21 | Spare Part #: 171383-001
159756-B21,P667 Pentium III 256K Processor  - Complete Kit | Option Part #: 159756-B21
161083-B21,P733 Pentium III 256K Processor  - Complete Kit | Option Part #: 161083-B21
161084-B21,Pentium III P800- 256KB Processor Option Kit | Option Part #: 161084-B21 | Spare Part #: 187781-001
161085-B21,Pentium III P866-256KB Processor  - Complete Kit | Option Part #: 161085-B21 | Spare Part #: 187782-001
161086-B21,Pentium III P933-256KB Processor Option Kit | Option Part #: 161086-B21 | Spare Part #: 196628-001
161086-B21_refurb,Pentium III P933-256KB Processor Option Kit | Option Part #: 161086-B21 | Spare Part #: 196628-001
166207-B21,Smart Array 5302/32 Controller | Option Part #: 166207-B21 | Spare Part #: 171383-001
166298-038,Male 68 pin to Male 68 pin Internal SCSI Cable | Option Part #: 166298-038
167444-B21,Pentium III Xeon X700-1MB Processor  - Complete Kit | Option Part #: 167444-B21
169845-001,Compaq 10/100 TX PCI UTP Controller | Option Part #: 169845-001 | Spare Part #: 169849-001
171914-001,56K v.90 PCI Modem (NA only) | Option Part #: 171914-001
174448-B21,Pentium III Xeon X700-1MB Processor  - Complete Kit | Option Part #: 174448-B21 | Spare Part #: 175292-001
174449-B21,Pentium III Xeon X700-2MB Processor  - Complete Kit | Option Part #: 174449-B21 | Spare Part #: 175293-001
174571-B21,Internal Array Controller Cabling Option Kit | Option Part #: 174571-B21
174736-B21,ServerNet II PCI Adapter Card Kit | Option Part #: 174736-B21 | Spare Part #: 196726-001
174737-B21,ServerNet II 5-meter Copper Serial Cable Kit | Option Part #: 174737-B21
174738-B22,ServerNet II 10-meter Copper Serial Cable Kit | Option Part #: 174738-B22
174739-001,ServerNet II 12-Port Copper Serial Switch Kit | Option Part #: 174739-001
174739-B31,ServerNet II 12-Port Copper Serial Switch Kit | Option Part #: 174739-B31
174818-B21,Compaq NC6134 Gigabit NIC 64 PCI 1000 SX | Option Part #: 174818-B21 | Spare Part #: 102324-001
174830-B21,Compaq NC3123 Fast Ethernet NIC PCI 10/100 WOL | Option Part #: 174830-B21 | Spare Part #: 174831-001
174882-B21,Pentium III Xeon X933-256KB Processor  - Complete Kit | Option Part #: 174882-B21
175810-B21,Pentium III Xeon X700-2MB Processor  - Complete Kit | Option Part #: 175810-B21
176496-B22,Compaq HP 36.4 GB Wide ULTRA3 SCSI 10K RPM Universal Hot Plug Hard Drive | Option Part #: 176496-B22 | Spare Part #: 177986-001
176496-B22_refurb,Compaq HP 36.4 GB Wide ULTRA3 SCSI 10K RPM Universal Hot Plug Hard Drive | Option Part #: 176496-B22 | Spare Part #: 177986-001
176497-B21,Compaq HP 36.4 GB Wide ULTRA3 SCSI 10K RPM NHP Hard Drive | Option Part #: 176497-B21 | Spare Part #: 177987-001
176497-B21_refurb,Compaq HP 36.4 GB Wide ULTRA3 SCSI 10K RPM NHP Hard Drive | Option Part #: 176497-B21 | Spare Part #: 177987-001
176498-B21,"36.4-GB Wide-Ultra SCSI-3 10,000 rpm Drive (1"") | Option Part #: 176498-B21 | Spare Part #: 177988-001"
177628-001,512MB PC133 SDRAM Memory Module - New..
177666-B21,Pentium III Xeon X900-2MB Processor  - Complete Kit | Option Part #: 177666-B21
177901-001,HP Compaq 80mm x 20mm Fan (Hot-Plug) Proliant DL580
187418-B21,512MB PC1600 Registered ECC SDRAM Memory Kit | Option Part #: 187418-B21 | Spare Part #: 249674-001
187419-B21,1GB (2x512mb) PC1600 DDR SDRAM Compaq HP Proliant Memory RAM Kit | Option Part #: 187419-B21 | Spare Part #: 249675-001
187420-B21,"2GB (2x1gb) PC1600 DDR SDRAM Memory RAM Kit for Proliant ML530 G2, ML570 G2"
187421-B21,4GB (2x2gb) PC1600 DDR SDRAM Compaq HP Proliant Memory RAM Kit | Option Part #: 187421-B21 | Spare Part #: 265791-001
187421-B21_refurb,4GB (2x2gb) PC1600 DDR SDRAM Compaq HP Proliant Memory RAM Kit | Option Part #: 187421-B21 | Spare Part #: 265791-001
187602-B21,"Pentium III P1000-256KB Processor Option Kit for Proliant DL380 G1, ML370 G1"
188044-B21,Compaq RAID LC2 Controller | Option Part #: 188044-B21 | Spare Part #: 192127-001
188120-B22,"9.1-GB Wide Ultra3 SCSI 15,000 rpm Drive 1in | Option Part #: 188120-B22 | Spare Part #: 189393-001"
188122-B22,Compaq HP 18.2GB Wide ULTRA3 SCSI 15K RPM Universal Hot Plug Hard Drive | Option Part #: 188122-B22 | Spare Part #: 189395-001
188122-B22_refurb,Compaq HP 18.2GB Wide ULTRA3 SCSI 15K RPM Universal Hot Plug Hard Drive | Option Part #: 188122-B22 | Spare Part #: 189395-001
189080-B21,512-MB PC100 Registered ECC SDRAM Memory Kit | Option Part #: 189080-B21 | Spare Part #: 146488-001
189081-B21,1024-MB PC100 Registered ECC SDRAM Memory Kit | Option Part #: 189081-B21 | Spare Part #: 170514-001
189082-B21,HPE/COMPAQ 2GB (4x512mb) PC100 SDRAM Memory RAM Kit | Option Part #: 189082-B21 | Spare Part #: 170517-001
189083-B21,HPE/COMPAQ 4GB (4x1gb) PC100 SDRAM Memory RAM Kit | Option Part #: 189083-B21 | Spare Part #: 170519-001
191224-B21,Intel Xeon 2.40 GHz/512 KB Processor Option Kit | Option Part #: 191224-B21 | Spare Part #: 249144-001
194989-002,HP 400W REDUNDANT POWER SUPPLY FOR DL380 G2/G3
199371-B21,Advanced Data Guarding Module for Smart Array 5302 Controller | Option Part #: 199371-B21
201097-B21,Pentium III P1133-512-KB Processor Option Kit | Option Part #: 201097-B21 | Spare Part #: 228524-001
201098-B21,Pentium III P1266-512-KB Processor  - Complete Kit | Option Part #: 201098-B21 | Spare Part #: 228496-001
201099-B21,Pentium III P1400-512-KB Processor  - Complete Kit | Option Part #: 201099-B21 | Spare Part #: 259593-001
201692-B21,256 MB PC133MHz Registered ECC SDRAM Memory Kit | Option Part #: 201692-B21 | Spare Part #: 164278-001
201693-B21,HPE/COMPAQ 512MB (2x256mb) PC133 SDRAM Memory RAM Kit | Option Part #: 201693-B21 | Spare Part #: 159377-001
201694-B21,HPE/COMPAQ 1GB (2x512mb) PC133 SDRAM Memory RAM Kit | Option Part #: 201694-B21 | Spare Part #: 177628-001
201695-B21,HPE/COMPAQ 2GB (2x1gb) PC133 SDRAM Memory RAM Kit | Option Part #: 201695-B21 | Spare Part #: 163902-001
201695-B21_refurb,HPE/COMPAQ 2GB (2x1gb) PC133 SDRAM Memory RAM Kit | Option Part #: 201695-B21 | Spare Part #: 163902-001
202170-B21,1GB PC1600 Registered ECC SDRAM Memory Kit | Option Part #: 202170-B21
202171-B21,2GB (4x512mb) PC1600 DDR SDRAM Compaq HP Proliant Memory RAM Kit | Option Part #: 202171-B21 | Spare Part #: 249675-001
202172-B21,4GB (4x1gb) PC1600 DDR SDRAM Compaq HP Proliant Memory/RAM Kit | Option Part #: 202172-B21 | Spare Part #: 249676-001
202173-B21,8GB (4x2gb) PC1600 DDR SDRAM Compaq HP Proliant Memory RAM Kit | Option Part #: 202173-B21 | Spare Part #: 265791-001
203320-B21,Hot Plug Memory Expansion Board | Option Part #: 203320-B21 | Spare Part #: 231126-001
203539-B21,"Compaq NC6136 Gigabit Server Adapter, 64-bit/66MHz, PCI, 1000 SX | Option Part #: 203539-B21 | Spare Part #: 209816-001"
203539-B21_refurb,"Compaq NC6136 Gigabit Server Adapter, 64-bit/66MHz, PCI, 1000 SX | Option Part #: 203539-B21 | Spare Part #: 209816-001"
210642-B21,Pentium III P1000-256KB Processor  - Complete Kit | Option Part #: 210642-B21 | Spare Part #: 224927-001
212693-B21,Integrated Smart Array Bypass Kit | Option Part #: 212693-B21
216884-B21_refurb,"Internal AIT 35-GB, LVD Tape Drive (Carbon)"
217053-B21,16X DVD-ROM Drive Option Kit (Carbon) | Option Part #: 217053-B21
222627-B21,Pentium III Xeon X900-2MB Processor  - Complete Kit | Option Part #: 222627-B21 | Spare Part #: 188594-001
225338-B21,Smart Array 532 Controller | Option Part #: 225338-B21 | Spare Part #: 226874-001
228494-001_refurb,Compaq System I/O Board Proliant DL380 G2
229203-001,HP StorageWorks MSA1000 Controller w/ 128MB Cache
229206-001,HP MSA1000 2 Gbps Fibre Channel I/O Module
230255-B21,Dual NC7780 Gigabit Upgrade Module for ProLiant BL20p | Option Part #: 230255-B21 | Spare Part #: 237585-001
230331-001,HP POWER SUPPLY FOR MSA 500 / 1000 W/ FAN
230534-B21,"40-GB ATA/100 7,200 rpm Drive 1in | Option Part #: 230534-B21 | Spare Part #: 232008-001"
230534-B21_refurb,"40-GB ATA/100 7,200 rpm Drive 1in | Option Part #: 230534-B21 | Spare Part #: 232008-001"
230560-B21,Itanium I733-2MB Processor  - Complete Kit | Option Part #: 230560-B21
230561-B21,Itanium I800-4MB Processor  - Complete Kit | Option Part #: 230561-B21
230993-001,HP 500W Power Supply for ML370 G2 G3
231117-B21,Pentium III P1266-512KB Processor Option Kit | Option Part #: 231117-B21 | Spare Part #: 230991-001
231118-B21,Pentium III P1400-512 KB Processor Option Kit | Option Part #: 231118-B21 | Spare Part #: 259594-001
231377-B21,"20-GB ATA/100 7,200 rpm Drive 1in | Option Part #: 231377-B21"
232305-B21,Memory Board Option Kit | Option Part #: 232305-B21
232307-B21,1024-MB PC100 CL2 ECC Registered DIMMs Memory Expansion Kit | Option Part #: 232307-B21
232308-B21,2048-MB PC100 CL2 ECC Registered DIMMs Memory Expansion Kit | Option Part #: 232308-B21
232309-B21,4096-MB PC100 CL2 ECC Registered DIMMs Memory Expansion Kit | Option Part #: 232309-B21
232432-B22,Compaq HP 72.8 GB Wide ULTRA3 SCSI 10K RPM Universal Hot Plug Hard Drive | Option Part #: 232432-B22 | Spare Part #: 233349-001
232432-B22_refurb,Compaq HP 72.8 GB Wide ULTRA3 SCSI 10K RPM Universal Hot Plug Hard Drive | Option Part #: 232432-B22 | Spare Part #: 233349-001
232545-B21,Pentium III P1133-512-KB Processor  - Complete Kit | Option Part #: 232545-B21
232916-B22,Compaq HP 36.4 GB Wide ULTRA3 SCSI 15K RPM Universal Hot Plug Hard Drive | Option Part #: 232916-B22 | Spare Part #: 233350-001
232916-B22_refurb,Compaq HP 36.4 GB Wide ULTRA3 SCSI 15K RPM Universal Hot Plug Hard Drive | Option Part #: 232916-B22 | Spare Part #: 233350-001
233273-B21,Pentium lll P1400 512-KB Processor Option Kit | Option Part #: 233273-B21 | Spare Part #: 252353-001
233273-B21_refurb,Pentium lll P1400 512-KB Processor Option Kit | Option Part #: 233273-B21 | Spare Part #: 252353-001
234277-B21,Pentium III P1400-512KB Processor  - Complete Kit | Option Part #: 234277-B21
236121-B21,Pentium III P1266-512-KB Processor  - Complete Kit | Option Part #: 236121-B21 | Spare Part #: 249095-001
236844-B21,Hot-plug Memory Expansion Board | Option Part #: 236844-B21 | Spare Part #: 285947-001
236852-B21,256 MB 133MHz ECC SDRAM Memory Option Kit | Option Part #: 236852-B21
236853-B21,"512 MB 133MHz ECC SDRAM Memory Option Kit | Option Part #: 236853-B21 | Assembly Part #: 127006-041 | Spare Part #: 159227-001, 177628-001"
236854-B21,COMPAQ/HP 1 GB 133MHz ECC SDRAM Memory Option Kit | Option Part #: 236854-B21 | Assembly Part #: 320945-041 | Spare Part #: 321851-001
238633-B21,Smart Array 5312 Controller | Option Part #: 238633-B21 | Spare Part #: 244891-001
238888-B21,Pentium III P1133-512KB Processor Option Kit | Option Part #: 238888-B21 | Spare Part #: 239324-001
239137-001,56K v.90 PCI Modem | Option Part #: 239137-001
241773-B21,512-MB EDO Memory Expansion Kit | Option Part #: 241773-B21
241774-B21,1024-MB EDO Memory Expansion Kit | Option Part #: 241774-B21 | Spare Part #: 281860-001
242505-001,Compaq 100 FDDI PCI SAS Fibre-SC Controller
242507-001,Compaq 100 FDDI PCI SAS UTP Controller | Option Part #: 242507-001
242509-001,Compaq 100 FDDI PCI DAS Fibre-SC Controller | Option Part #: 242509-001
242511-001,Compaq 100 FDDI PCI DAS UTP Controller | Option Part #: 242511-001
243406-001,HP POWER SUPPLY FOR ML350 G2
244059-B21,ML3xx Two Bay Hot Plug Ultra320 SCSI Drive Cage | Option Part #: 244059-B21 | Spare Part #: 253761-001
244948-B21,Compaq NC7770 PCI-X Gigabit Server Adapter | Option Part #: 244948-B21 | Spare Part #: 284848-001
244948-B21_refurb,Compaq NC7770 PCI-X Gigabit Server Adapter | Option Part #: 244948-B21 | Spare Part #: 284848-001
244949-B21,"HP NC6770 PCI-X Gigabit Server Adapter, 1000-SX | Option Part #: 244949-B21 | Spare Part #: 247000-001"
245037-B21,Pentium III P1000-256KB Processor  - Complete Kit | Option Part #: 245037-B21
252361-001,HP REDUNDANT POWER SUPPLY FOR DL360 G2
254786-B21,256-MB Battery-Backed Cache Module | Option Part #: 254786-B21 | Spare Part #: 262012-001
255514-B21,Battery Backed Write Cache Enabler Option Kit | Option Part #: 255514-B21 | Spare Part #: 260740-001
255514-B21_refurb,Battery Backed Write Cache Enabler Option Kit | Option Part #: 255514-B21 | Spare Part #: 260740-001
257894-006,HP Myrinet XP D-Series PCI-X FC ADAPTER
257913-B21,Intel Xeon 2.40 GHz-512KB/400MHz Processor Option Kit | Option Part #: 257913-B21 | Spare Part #: 290558-001
257915-B21,Intel Xeon 2.80 GHz-512KB/400MHz Processor Option Kit
257915-B21_refurb,Intel Xeon 2.80 GHz-512KB/400MHz Processor Option Kit
257916-B21,Intel Xeon 3.06 GHz-512KB/533MHz Processor Option Kit | Option Part #: 257916-B21 | Spare Part #: 314669-001
257916-B21_refurb,Intel Xeon 3.06 GHz-512KB/533MHz Processor Option Kit | Option Part #: 257916-B21 | Spare Part #: 314669-001
261583-031_refurb,Compaq 512MB(1 X 256MB) PC2100 DL380 G3 ML370 G3 Only Kit
263697-B21,Smart Array 5I Plus Controller & Battery Backed Write Cache (BBWC) Enabler Bundle | Option Part #: 263697-B21 | Spare Part #: 274400-001
264007-B21,HP 8X/24X SlimLine DVD-ROM Drive | Option Part #: 264007-B21 | Spare Part #: 397928-001
264030-B21,Smart Array 5i Plus Controller & BBWC Enabler Bundle | Option Part #: 264030-B21 | Spare Part #: 274402-001
268351-B21,64-Bit/133-MHz Dual Channel Ultra320 SCSI Adapter | Option Part #: 268351-B21 | Spare Part #: 272653-001
268351-B21_refurb,64-Bit/133-MHz Dual Channel Ultra320 SCSI Adapter | Option Part #: 268351-B21 | Spare Part #: 272653-001
268351-B22,64-Bit/133-MHz Dual Channel Ultra320 SCSI Adapter | Option Part #: 268351-B22
271832-B21,36.4-GB 10K rpm U320 SCSI Non Hot-Plug | Option Part #: 271832-B21 | Spare Part #: 279785-001
271832-B21_refurb,36.4-GB 10K rpm U320 SCSI Non Hot-Plug | Option Part #: 271832-B21 | Spare Part #: 279785-001
272514-001,Wide-Ultra SCSI-3 Adapter | Option Part #: 272514-001
273911-B21,Ultra320 Expansion Module for SA-6402 | Option Part #: 273911-B21 | Spare Part #: 309523-001
273913-B21,"256MB DDR, Battery-Backed Cache Upgrade Kit | Option Part #: 273913-B21 | Spare Part #: 309522-001"
273914-B21,Smart Array 6404/256 Controller | Option Part #: 273914-B21 | Spare Part #: 309520-001
273914-B21_refurb,Smart Array 6404/256 Controller | Option Part #: 273914-B21 | Spare Part #: 309520-001
273915-B21,Smart Array 6402/128 Controller | Option Part #: 273915-B21 | Spare Part #: 309520-001
273915-B21_refurb,Smart Array 6402/128 Controller | Option Part #: 273915-B21 | Spare Part #: 309520-001
278424-B21,"80-GB ATA/100 7,200 rpm Drive 1in | Option Part #: 278424-B21 | Spare Part #: 287685-001"
278424-B21_refurb,"80-GB ATA/100 7,200 rpm Drive 1in | Option Part #: 278424-B21 | Spare Part #: 287685-001"
279036-001,HP Compaq 60x38mm Hot-Plug Fan
281541-B21,FCA 2214 Host Bus Adapter (32-bit Windows & Linux only) | Option Part #: 281541-B21 | Spare Part #: 283384-001
283551-B21,"Smart Array 5304/256 Controller | Option Part #: 283551-B21 | Spare Part #: 171383-001, 417353-001"
283551-B21_refurb,"Smart Array 5304/256 Controller | Option Part #: 283551-B21 | Spare Part #: 171383-001, 417353-001"
283552-B21,Smart Array 5302/128 Controller | Option Part #: 283552-B21
283655-B21,500-Watt Redundant Hot-plug Power Supply for ML350 G3
284688-B21,"64-Bit/66-MHz Dual Channel Wide Ultra3 SCSI Adapter, Alternate OS | Option Part #: 284688-B21"
286713-B22,HP 36.4 GB ULTRA320 SCSI 10K RPM Universal Hot Plug Hard Drive | Option Part #: 286713-B22 | Spare Part #: 289041-001
286713-B22_refurb,HP 36.4 GB ULTRA320 SCSI 10K RPM Universal Hot Plug Hard Drive | Option Part #: 286713-B22 | Spare Part #: 289041-001
286714-B22,"HP 72.8 GB ULTRA320 SCSI 10K RPM Universal Hot Plug Hard Drive | Option Part #: 286714-B22 | Spare Part #: 289042-001, 404709-001"
286714-B22_refurb,"HP 72.8 GB ULTRA320 SCSI 10K RPM Universal Hot Plug Hard Drive | Option Part #: 286714-B22 | Spare Part #: 289042-001, 404709-001"
286716-B22,"HP 146.8 GB ULTRA320 SCSI 10K RPM Universal Hot Plug Hard Drive | Option Part #: 286716-B22 | Spare Part #: 289044-001, 404708-001"
286716-B22_refurb,"HP 146.8 GB ULTRA320 SCSI 10K RPM Universal Hot Plug Hard Drive | Option Part #: 286716-B22 | Spare Part #: 289044-001, 404708-001"
286775-B22,HP 18.2 GB ULTRA320 SCSI 15K RPM Universal Hot Plug Hard Drive | Option Part #: 286775-B22 | Spare Part #: 289240-001
286775-B22_refurb,HP 18.2 GB ULTRA320 SCSI 15K RPM Universal Hot Plug Hard Drive | Option Part #: 286775-B22 | Spare Part #: 289240-001
286776-B22,"HP 36.4 GB ULTRA320 SCSI 15K RPM Universal Hot Plug Hard Drive | Option Part #: 286776-B22 | Spare Part #: 289241-001, 404714-001"
286776-B22_refurb,"HP 36.4 GB ULTRA320 SCSI 15K RPM Universal Hot Plug Hard Drive | Option Part #: 286776-B22 | Spare Part #: 289241-001, 404714-001"
286778-B22,"HP 72.8 GB ULTRA320 SCSI 15K RPM Universal Hot Plug Hard Drive | Option Part #: 286778-B22 | Spare Part #: 289243-001, 404713-001"
286778-B22_refurb,"HP 72.8 GB ULTRA320 SCSI 15K RPM Universal Hot Plug Hard Drive | Option Part #: 286778-B22 | Spare Part #: 289243-001, 404713-001"
287494-B21,128MB of Advanced ECC PC2100 DDR SDRAM DIMM Memory Kit | Option Part #: 287494-B21 | Spare Part #: 301691-001
287495-B21,256MB of Advanced ECC PC2100 DDR SDRAM DIMM Memory Kit | Option Part #: 287495-B21 | Spare Part #: 300699-001 | Assembly Part #: 261583-031
287496-B21,512MB of Advanced ECC PC2100 DDR SDRAM DIMM Memory Kit | Option Part #: 287496-B21 | Spare Part #: 300700-001
287496-B21_refurb,512MB of Advanced ECC PC2100 DDR SDRAM DIMM Memory Kit | Option Part #: 287496-B21 | Spare Part #: 300700-001
287497-B21,1GB of Advanced ECC PC2100 DDR SDRAM DIMM Memory Kit | Option Part #: 287497-B21 | Spare Part #: 300701-001
287497-B21_refurb,1GB of Advanced ECC PC2100 DDR SDRAM DIMM Memory Kit | Option Part #: 287497-B21 | Spare Part #: 300701-001
287519-B21,Intel Xeon MP 1.50 GHz-1MB Processor  - Complete Kit | Option Part #: 287519-B21 | Spare Part #: 319952-001
287520-B21,Intel Xeon MP 2.0 GHz -2MB Processor  - Complete Kit | Option Part #: 287520-B21 | Spare Part #: 319953-001
287728-001,Compaq 100 FDDI PCI SAS Fibre-MIC Controller | Option Part #: 287728-001 | Spare Part #: 242506-005
288601-B21,RAID ADG Upgrade for Smart Array 5302 | Option Part #: 288601-B21
288874-B21,"DL580 G2 Cable Assembly, SCSI, Ultra3, LVDS | Option Part #: 288874-B21 | Spare Part #: 243670-001"
289544-001,CPQ/HP DL380 G3 Fan Option Kit
289544-001_refurb,CPQ/HP DL380 G3/G4 Fan Option Kit
289552-001,HP COMPAQ DL380G3 BOARD SCSI SIM/DUP LVD 6 BAY
289563-001,HP 68-pin SCSI terminator assembly
289570-001_refurb,HP Rail Kit (without Cable Arm) for DL380 G3 DL560
290563-B21,"NC7771 PCI-X 10/100/1000-T Server Adapter | Option Part #: 290563-B21 | Spare Part #: 268794-001, 404820-001"
291966-B21,Smart Array 641 Controller | Option Part #: 291966-B21 | Spare Part #: 305414-001
291966-B21_refurb,Smart Array 641 Controller | Option Part #: 291966-B21 | Spare Part #: 305414-001
291967-B21,Smart Array 642 Controller | Option Part #: 291967-B21 | Spare Part #: 305415-001
291969-B21,64 MB Battery Backed Write Cache Enabler | Option Part #: 291969-B21 | Spare Part #: 305416-001
292891-B21,Intel Xeon 2.40 GHz-512KB/533MHz Processor  - Complete Kit | Option Part #: 292891-B21 | Spare Part #: 305438-001
